,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
5648,Apartment in bld with 5+ units,Mixed-Humid,1990-1999,6.728628613084702,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,3.82319179172153,5.4412048540965845,6.0267592945023205,6.971021115600222,7.469169448858939
5649,Detached house,Hot-Humid,1970-1979,6.361302477572996,Individual,B: 2-4 yrs,Other individual,0.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Owned,5.61753444260831,6.169610732491456,5.43585945556652,6.884507122662327,7.579024881022765
5650,Apartment in bld with 5+ units,Mixed-Humid,.<1950,7.130098510125578,Individual,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.365388993520859,4.355425952876702,5.698166735870565,6.517095036018647,7.028653457538666
5651,Detached house,Hot-Dry/Mixed-Dry,1960-1969,7.605890001053122,Central,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,4,0-1,0.0,1,Owned,4.628593700931679,6.2948415571323615,6.1310308181668445,6.008641180478599,7.318526285880483
5652,Detached house,Hot-Dry/Mixed-Dry,1970-1979,7.75833346749091,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,2.0,1,Owned,7.091800349672366,5.045873729522275,4.987298428731818,7.073634057859347,7.894101783929829
5653,Attached house,Cold/Very Cold,.<1950,6.78897174299217,Individual,F: +20 yrs,Central water system,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,3.8934516198427107,5.858447307998171,3.928289977892018,6.042561572235981,6.766249316687958
5654,Detached house,Cold/Very Cold,1960-1969,7.604396348796338,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,3,2.5-3.5,2.0,1,Owned,4.478812997111569,6.2845258753855076,4.8200396008500555,6.725345718315955,7.364274652912801
5655,Detached house,Hot-Dry/Mixed-Dry,.<1950,7.1316985104669115,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,2.0,1,Owned,4.830870466083991,3.51631018876266,5.095221510537605,6.301666140989633,6.762382625966384
5656,Detached house,Hot-Dry/Mixed-Dry,1950-1959,7.046647277848756,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,4.891701596682476,6.344442666202425,5.591658396851496,6.53745941868326,7.413493986299563
5657,Detached house,Marine,.<1950,8.307459327011946,None,C: 5-9 yrs,Other individual,0.0,1.0,1.0,1.0,3,0-1,0.0,1,Owned,0.0,0.0,5.600789524472453,6.657587336092763,6.954934622667059
5658,Detached house,Hot-Humid,1960-1969,6.736966958001855,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,1.0,1,Owned,6.8610409587570445,4.06457240388843,4.7932252746298065,6.808244288113202,7.618531156936593
5659,Apartment in bld with 5+ units,Marine,1980-1989,6.946975992135418,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,2.8355635214011694,3.8916161956504833,4.757032535297338,6.126563460529597,6.457224810999902
5660,Detached house,Cold/Very Cold,.<1950,8.412054873292933,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,4,1.5-2,1.0,1,Rented,4.843478173822073,6.347581835585807,5.30831720112637,6.636917213055248,7.414434317534199
5661,Detached house,Cold/Very Cold,2000-2009,8.682368589375221,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,4,2.5-3.5,3.0,2,Owned,6.29817688984151,6.5098713608942855,5.402767467904501,7.440991890019698,8.05158946837116
5662,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,6.448889394146858,Central,A: -2 yrs,Central heat pump,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.66842161221154,4.755054635525384,5.27658287440203,6.283779620616822,6.784309992999905
5663,Detached house,Mixed-Humid,.<1950,8.188966863648876,Both central and individual,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,1.0,+4,2.5-3.5,0.0,2,Owned,6.675318680756335,6.545651338962777,5.539418707236024,7.242633388514814,8.051375986853229
5664,Attached house,Cold/Very Cold,1980-1989,7.278628942320682,Central,E: 15-19 yrs,Central heat pump,1.0,1.0,1.0,0.0,0-2,2.5-3.5,2.0,2,Owned,4.4041549867468825,5.885770642548918,5.6709837629048145,6.94161549647024,7.47501605509753
5665,Detached house,Cold/Very Cold,1960-1969,8.36287583103188,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,1.0,3,2.5-3.5,2.0,2,Owned,5.7506660605550515,7.257030915438924,5.877539684122378,7.219349171480231,8.146700361551417
5666,Detached house,Mixed-Humid,1980-1989,7.764720544771477,Both central and individual,F: +20 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,0.0,1,Owned,6.067707738058715,6.466502358568107,5.546777725846036,7.172109869129049,7.8750888738885285
5667,Detached house,Cold/Very Cold,1950-1959,8.545197387825835,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,3,1.5-2,3.0,1,Owned,5.047802618437695,7.819383156628632,5.43026625767732,7.17606338225072,8.337350958557034
5668,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,7.271703706887368,Individual,C: 5-9 yrs,Other individual,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.211386582653765,5.5511362181719965,5.7925561867096285,5.47037812763293,6.788273300940098
5669,Detached house,Cold/Very Cold,1950-1959,8.854950316500325,Individual,E: 15-19 yrs,Central water system,0.0,0.0,1.0,1.0,4,1.5-2,0.0,2,Owned,3.5890591188317256,6.21324717278285,4.145354483129846,5.889487190995517,6.863677991741209
5670,Detached house,Cold/Very Cold,1960-1969,7.962415680121064,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,1.0,3,0-1,1.0,1,Owned,2.783157673589016,6.824297580191805,5.890262041598819,6.192239782560184,7.486355432357931
5671,Detached house,Cold/Very Cold,1950-1959,7.760893195851024,Central,C: 5-9 yrs,Central water system,1.0,0.0,1.0,1.0,+4,1.5-2,0.0,1,Owned,5.685957889743649,6.422386203575545,4.695010889987881,7.371426400154664,7.865752094454604
5672,Apartment in bld with 2-4 units,Cold/Very Cold,1970-1979,7.176254532017144,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,6.450691566726245,6.501259640059449,7.487173694213739,8.033372950878087
5673,Detached house,Cold/Very Cold,1960-1969,8.684570300824369,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,1.0,+4,+3.5,3.0,2,Owned,6.207805009802453,7.45954624699332,5.26543253921226,8.5422759717837,8.929369065215845
5674,Detached house,Cold/Very Cold,.<1950,7.20414929203594,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,1.0,3,1.5-2,0.0,1,Owned,4.638701669196884,5.60200811364487,5.196893536410073,6.8903852904196095,7.336200965881104
5675,Detached house,Mixed-Humid,1950-1959,7.555905093611346,Both central and individual,E: 15-19 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,5.546231576187458,6.550508743144447,4.573885895948325,6.8606846355891244,7.602805647330726
5676,Detached house,Hot-Humid,1980-1989,7.693937325509272,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,0.0,4,2.5-3.5,2.0,1,Owned,7.121131282737294,4.284827171296749,5.6671876441866464,7.164031820037287,7.968586084974403
5677,Detached house,Cold/Very Cold,.<1950,7.509335266016592,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,0.0,1,Owned,3.8922283780999667,7.075462227406449,6.689325599894147,7.579040212684948,8.291330947804955
